timestamp,city,aqi,pm25,pm10,no2,co,temperature,humidity,wind_speed
2025-03-25 20:28:47.638558,Metropolis,215.89635746158444,87.29515648352712,117.00138025911427,51.39910747518624,1.7615149282040128,34.219811223331774,75.79212815507391,13.837173645764544
2025-03-26 20:28:47.638558,Metropolis,198.43622983346714,72.84224234885477,130.67773807853786,40.3080021408149,0.7671351232148715,29.20233833496613,42.75082167486967,7.188562353795136
2025-03-27 20:28:47.638558,Metropolis,203.9002624936968,64.72591311792723,126.16251653632084,35.87894920625968,0.29384814933235426,34.28186106001218,60.67528204687924,2.8762590689327165
2025-03-28 20:28:47.638558,Metropolis,177.20091458197493,71.78075859428536,122.13820098744199,33.46331395685853,1.187849009172836,34.09816848170172,53.98293387770603,19.261390922544688
2025-03-29 20:28:47.637544,Metropolis,139.00426108015324,54.766250052042274,73.79884405554893,40.709803332587526,0.3895781750144889,29.105343839916316,46.71813951101569,10.984306179345618
2025-03-30 20:28:47.637544,Metropolis,150.3697774081378,66.06199892472482,98.40486596098991,31.336017288514427,0.8494481522053556,32.832967487212706,55.393612290402125,15.285611131094578
2025-03-31 20:28:47.637544,Metropolis,206.10489095475225,85.14964438312474,84.73225195214204,48.238524713746855,0.8074588597918417,36.832713886321514,70.30999522495951,14.656400595580994
2025-04-01 20:28:47.637544,Metropolis,165.9314696341392,67.41155194638422,113.81547467506141,48.31254171139754,1.4877725635611796,34.44293046737045,48.93665025993972,4.018966879596646
2025-04-02 20:28:47.637544,Metropolis,234.08191152299565,92.18622050900773,147.1223003310586,44.279065370744036,1.501766448946012,33.063807322732,63.61395605508414,17.690182832329846
2025-04-03 20:28:47.637544,Metropolis,227.78936298773297,79.45353502709789,151.27926153690083,18.79801176597613,1.410951252187612,34.09844075547598,60.91760776535502,0.062155426995536445
2025-04-04 20:28:47.637544,Metropolis,183.6213539564131,76.68251599413799,127.10864289778593,59.767737603265495,0.7408648908631763,33.48352602509672,69.15402117702074,11.643755548298422
2025-04-05 20:28:47.637544,Metropolis,150.78376429356976,47.01194016080226,105.20286348822887,33.449947102134324,1.4843224952664447,33.99618516886061,56.078918468678424,2.682425259339407
2025-04-06 20:28:47.637544,Metropolis,136.02760132383023,59.37498219105204,100.1208724962229,32.51772358396631,0.8827064333124266,33.70465304924562,56.572854834732304,5.988613653891905
2025-04-07 20:28:47.637544,Metropolis,196.2825552747872,77.48282054702382,127.9341764693117,63.812912123112284,1.0872889064159195,34.72771536370848,40.812287847009586,9.867430622753915
2025-04-08 20:28:47.637544,Metropolis,253.2467038945398,80.76859013446368,169.06254772772814,43.00895884486292,1.1507736711668062,31.426534379815546,71.4282281451502,13.759665163433871
2025-04-09 20:28:47.637544,Metropolis,235.08797215178967,91.68776048551479,101.54567282390886,58.939083749295534,0.29907446860385956,41.48250751736448,50.09463674869312,7.16851135198614
2025-04-10 20:28:47.637544,Metropolis,192.54776856514255,81.26832228096143,109.59081462464623,29.38014159166208,1.0342814874030137,36.30755319422895,50.80575765766197,17.749672025087698
2025-04-11 20:28:47.637544,Metropolis,172.20000838162395,67.97016361423306,113.13721417480139,52.994653673335,0.3845678417830224,38.78090976248559,43.92516765438772,10.923169292661521
2025-04-12 20:28:47.637544,Metropolis,170.4057966485875,58.55677295332599,110.12425399494568,19.959758411019,0.33977169345786185,35.720219539499375,62.504928503458764,11.732241047484878
2025-04-13 20:28:47.637544,Metropolis,167.2079721503247,44.391903009232436,99.03348469258478,35.22686164944171,0.642824290986816,36.21763567919026,48.08696502797351,13.282768043169149
2025-04-14 20:28:47.637544,Metropolis,212.16677418317335,64.89998595923754,135.0220085938201,56.34606129639772,0.5896588408241448,35.99844828713318,68.2206015999449,19.483964913269737
2025-04-15 20:28:47.637544,Metropolis,188.6328383872044,75.76154219253817,104.08882261172204,35.82603767003538,0.5920948575172809,35.74463789074055,62.766907993300194,14.13591624518012
2025-04-16 20:28:47.637544,Metropolis,228.41989602845246,79.55378403864988,148.10881503386827,42.03280949786108,2.3600845832948094,32.10790516099179,49.29107501938888,12.412362076215926
2025-04-17 20:28:47.637544,Metropolis,191.3082523274654,75.91746919139521,133.1841263387663,49.36708173137694,0.9635855436715636,30.090163811583896,55.53485047932979,14.28199397161736
2025-04-18 20:28:47.637544,Metropolis,197.12583189223614,82.38576250169899,93.84675893537911,46.31898742838479,1.1926586898644185,35.04835348770955,60.58208718446,4.285148510846884
2025-04-19 20:28:47.637544,Metropolis,143.46248695984616,59.44043033783317,104.82612042627805,42.867322398057226,1.5269010260174514,31.72333484655909,65.1503526720866,12.568929754561044
2025-04-20 20:28:47.637544,Metropolis,265.2982334551214,61.69294689483416,170.50547721345959,37.69252090705339,1.5677828200902995,36.437789554039114,56.84730755359654,13.794846102466337
2025-04-21 20:28:47.637544,Metropolis,193.46627891710378,67.26284464974484,113.54646216691245,39.57397595561317,1.0409370696931612,28.825815856128962,66.86260190374513,1.9364206440517417
2025-04-22 20:28:47.637544,Metropolis,202.67514139971576,71.65864893906712,139.88545232821028,45.011613653908945,0.46112761103534694,36.40760670975834,52.69633368282864,11.082292947909874
2025-04-23 20:28:47.637544,Metropolis,177.99371468171591,79.29805621931679,104.88971097902304,65.74668020363305,1.3169595111590056,34.866602254688075,53.38213535231612,14.26216667398112
